gppd_idnr,elevation_meters
WRI1024309,5
WRI1025198,100
WRI1023939,157
WRI1026691,572
WRI1024746,2455
WRI1025619,439
WRI1025684,661
WRI1026720,976
WRI1023956,149
WRI1024223,177
WRI1025254,50
WRI1024635,50
WRI1025291,668
WRI1023981,43
WRI1026704,197
WRI1025176,9
WRI1025324,30
WRI1025535,132
WRI1024809,133
WRI1024973,123
WRI1025420,383
WRI1025101,1523
WRI1025272,1716
WRI1025584,5
WRI1024492,259
WRI1025389,54
WRI1023964,66
WRI1002740,823
WRI1002741,173
WRI1002742,419
WRI1002743,7
WRI1002744,65
WRI1002746,528
WRI1002747,383
WRI1002748,484
WRI1024768,3
WRI1024733,41
WRI1024939,263
WRI1024855,14
WRI1024379,37
WRI1025657,386
WRI1024871,280
WRI1024841,88
WRI1023996,161
WRI1024640,157
WRI1024013,57
WRI1024117,132
WRI1024322,140
WRI1025488,582
WRI1025344,150
WRI1024801,81
WRI1025528,82
WRI1024966,82
WRI1025339,405
WRI1025225,67
WRI1024161,69
WRI1024761,401
WRI1026724,338
WRI1024431,508
WRI1026695,312
WRI1025334,484
WRI1024005,143
WRI1024515,202
WRI1025292,53
WRI1025089,10
WRI1025692,488
WRI1025601,30
WRI1024216,687
WRI1025567,18
WRI1024517,82
WRI1024115,202
WRI1025752,202
WRI1024202,334
WRI1025366,85
WRI1023943,262
WRI1024432,495
WRI1025374,394
WRI1024577,17
WRI1024361,143
WRI1025238,1
WRI1024728,180
WRI1024657,58
WRI1024529,83
WRI1024846,123
WRI1025071,552
WRI1024250,66
WRI1026725,451
WRI1024925,963
WRI1025549,249
WRI1024837,242
WRI1023121,106
WRI1025575,470
WRI1024295,311
WRI1025632,194
WRI1024756,876
WRI1025298,151
WRI1024231,118
WRI1024961,430
WRI1024551,323
WRI1025463,106
WRI1025379,17
WRI1025015,209
WRI1025531,209
WRI1025025,445
WRI1025662,247
WRI1025777,199
WRI1024472,239
WRI1024145,195
WRI1025459,84
WRI1024068,47
WRI1024694,178
WRI1025559,53
WRI1024936,435
WRI1024125,152
WRI1024975,383
WRI1025493,259
WRI1025617,943
WRI1025157,594
WRI1024881,1393
WRI1024302,94
WRI1024019,127
WRI1024611,137
WRI1024552,142
WRI1024394,319
WRI1025207,193
WRI1024666,97
WRI1024594,148
WRI1025401,44
WRI1026749,212
WRI1025271,154
WRI1025173,118
WRI1025201,106
WRI1024435,106
WRI1024844,114
WRI1024516,136
WRI1025785,145
WRI1025224,270
WRI1025465,337
WRI1024429,115
WRI1024731,101
WRI1025097,109
WRI1024751,109
WRI1024862,84
WRI1024813,75
WRI1025706,75
WRI1025415,1286
WRI1024560,409
WRI1024183,153
WRI1025586,115
WRI1025577,4
WRI1025039,39
WRI1024863,39
WRI1025472,499
WRI1025527,37
WRI1025264,141
WRI1025668,601
WRI1025030,1105
WRI1024771,60
WRI1024907,86
WRI1024674,130
WRI1025641,147
WRI1025476,16
WRI1024266,72
WRI1025475,297
WRI1025358,217
WRI1024345,205
WRI1024119,118
WRI1024861,403
WRI1025403,117
WRI1025709,109
WRI1025544,133
WRI1024323,80
WRI1025782,49
WRI1025585,515
WRI1024111,225
WRI1025690,468
WRI1026690,284
WRI1024627,7
WRI1024405,159
WRI1024959,501
WRI1025079,9
WRI1025237,242
WRI1025627,439
WRI1025370,886
WRI1024155,565
WRI1023942,1160
WRI1025164,169
WRI1024485,29
WRI1024658,23
WRI1024717,328
WRI1024418,116
WRI1024444,304
WRI1024827,140
WRI1024007,201
WRI1025046,1922
WRI1025664,46
WRI1025087,261
WRI1024588,42
WRI1025718,42
WRI1024977,45
WRI1002749,66
WRI1024392,247
WRI1024903,3
WRI1025445,217
WRI1025123,14
WRI1024772,947
WRI1024547,122
WRI1025215,5
WRI1024176,5
WRI1024782,237
WRI1026748,477
WRI1024501,416
WRI1025517,295
WRI1025147,321
WRI1024537,213
WRI1024006,140
WRI1025557,945
WRI1024014,61
WRI1025031,173
WRI1024178,173
WRI1025667,141
WRI1024307,344
WRI1025145,14
WRI1024296,297
WRI1024496,158
WRI1024951,97
WRI1025127,235
WRI1024918,368
WRI1024365,180
WRI1025359,42
WRI1024225,120
WRI1024668,27
WRI1024318,157
WRI1024232,99
WRI1025693,735
WRI1025766,151
WRI1024732,151
WRI1024870,1725
WRI1023997,489
WRI1024091,90
WRI1024414,85
WRI1024412,85
WRI1002750,429
WRI1002751,222
WRI1026711,195
WRI1024040,136
WRI1024805,435
WRI1024427,1504
WRI1025491,824
WRI1024039,444
WRI1024869,278
WRI1024991,113
WRI1024226,103
WRI1024967,70
WRI1024996,576
WRI1026696,844
WRI1024446,324
WRI1024877,45
WRI1025793,45
WRI1024286,384
WRI1024346,136
WRI1024895,1473
WRI1025481,284
WRI1026742,919
WRI1024274,93
WRI1025542,1498
WRI1025408,82
WRI1023963,123
WRI1024233,103
WRI1024089,264
WRI1024691,196
WRI1024510,130
WRI1002752,23
WRI1002753,599
WRI1002754,24
WRI1002755,335
WRI1002757,40
WRI1002758,285
WRI1002759,927
WRI1002760,223
WRI1024335,102
WRI1025171,236
WRI1025208,295
WRI1024336,147
WRI1024083,36
WRI1025191,115
WRI1025096,1362
WRI1024275,124
WRI1024969,216
WRI1024608,16
WRI1024052,106
WRI1025109,1674
WRI1024012,135
WRI1025226,1449
WRI1025448,66
WRI1023988,18
WRI1025646,115
WRI1024207,85
WRI1025518,241
WRI1024865,53
WRI1025598,185
WRI1024564,40
WRI1024170,40
WRI1024474,58
WRI1025780,346
WRI1024612,768
WRI1025613,398
WRI1025126,173
WRI1025396,11
WRI1026738,161
WRI1024259,50
WRI1024602,50
WRI1026730,306
WRI1024645,60
WRI1024912,122
WRI1024512,120
WRI1025150,166
WRI1025630,48
WRI1024148,96
WRI1024530,74
WRI1024690,132
WRI1024586,87
WRI1024262,57
WRI1025060,64
WRI1024910,54
WRI1024604,53
WRI1025689,142
WRI1024838,232
WRI1024021,34
WRI1024509,138
WRI1024787,148
WRI1024867,72
WRI1025280,193
WRI1025061,64
WRI1024451,40
WRI1025107,138
WRI1024842,68
WRI1025563,131
WRI1024642,131
WRI1024839,114
WRI1024924,101
WRI1024263,138
WRI1025675,169
WRI1025582,223
WRI1024958,520
WRI1024962,492
WRI1024992,108
WRI1023995,369
WRI1024952,340
WRI1024770,401
WRI1023959,129
WRI1024497,485
WRI1025330,109
WRI1023969,126
WRI1024065,264
WRI1024347,67
WRI1025532,74
WRI1025242,457
WRI1025419,457
WRI1025281,382
WRI1024239,754
WRI1025139,133
WRI1002756,145
WRI1024171,323
WRI1025477,323
WRI1025451,44
WRI1025166,44
WRI1024227,80
WRI1024828,87
WRI1024036,1
WRI1025205,1
WRI1025599,2141
WRI1024371,62
WRI1025257,153
WRI1026746,1199
WRI1024553,4
WRI1024561,69
WRI1024845,44
WRI1025503,220
WRI1024874,73
WRI1024898,73
WRI1024450,939
WRI1024914,2558
WRI1025637,1025
WRI1024937,114
WRI1024168,168
WRI1024059,141
WRI1025498,46
WRI1025633,739
WRI1025461,46
WRI1025221,33
WRI1024669,646
WRI1024600,144
WRI1024798,304
WRI1024146,72
WRI1025677,5
WRI1024655,38
WRI1024135,932
WRI1023966,76
WRI1024629,175
WRI1024252,126
WRI1024397,120
WRI1026708,380
WRI1025647,152
WRI1024673,139
WRI1002761,0
WRI1002762,322
WRI1002763,393
WRI1002764,157
WRI1025523,188
WRI1024794,207
WRI1024683,100
WRI1024726,103
WRI1023986,1037
WRI1024297,261
WRI1024823,281
WRI1024348,145
WRI1024459,64
WRI1024230,227
WRI1024203,339
WRI1024788,327
WRI1024204,109
WRI1024905,17
WRI1024074,147
WRI1024174,301
WRI1024092,91
WRI1024386,83
WRI1025132,325
WRI1025500,935
WRI1025610,421
WRI1025779,32
WRI1024198,90
WRI1025486,577
WRI1024486,99
WRI1025318,614
WRI1025204,688
WRI1025441,397
WRI1025558,497
WRI1025290,404
WRI1024535,147
WRI1025048,301
WRI1023970,73
WRI1024619,22
WRI1025177,22
WRI1025502,35
WRI1025184,278
WRI1024109,1063
WRI1025714,11
WRI1024755,317
WRI1025725,527
WRI1025741,544
WRI1025425,19
WRI1024707,152
WRI1024505,157
WRI1025680,166
WRI1025614,1167
WRI1024748,83
WRI1024331,241
WRI1025277,1161
WRI1025143,90
WRI1025140,64
WRI1024921,92
WRI1024152,92
WRI1024858,302
WRI1025759,244
WRI1023937,285
WRI1024872,174
WRI1025744,144
WRI1025199,199
WRI1024664,200
WRI1025357,248
WRI1024038,248
WRI1025327,252
WRI1024104,73
WRI1024287,304
WRI1023968,84
WRI1024244,196
WRI1023993,325
WRI1024840,150
WRI1024011,104
WRI1025421,591
WRI1024245,1034
WRI1002765,22
WRI1002766,175
WRI1002767,767
WRI1002768,870
WRI1002769,870
WRI1002770,495
WRI1002771,644
WRI1002772,711
WRI1002773,686
WRI1002774,564
WRI1002777,156
WRI1002778,512
WRI1002779,90
WRI1002780,136
WRI1002781,1095
WRI1024595,148
WRI1024108,32
WRI1024880,532
WRI1025769,70
WRI1024806,168
WRI1026682,114
WRI1026722,661
WRI1026729,353
WRI1024153,1036
WRI1024500,97
WRI1024643,1487
WRI1024562,108
WRI1024644,319
WRI1024158,140
WRI1024090,143
WRI1025378,621
WRI1025702,621
WRI1025269,57
WRI1025203,34
WRI1024767,123
WRI1024398,108
WRI1025250,39
WRI1024744,206
WRI1025354,363
WRI1025700,71
WRI1024018,326
WRI1025051,29
WRI1025480,1598
WRI1024256,128
WRI1025112,38
WRI1024407,556
WRI1025106,422
WRI1024096,120
WRI1025084,248
WRI1025306,138
WRI1024712,87
WRI1024972,2438
WRI1024073,1120
WRI1024603,145
WRI1025406,671
WRI1025581,654
WRI1025608,1137
WRI1024659,28
WRI1024632,55
WRI1024566,45
WRI1024579,371
WRI1024465,281
WRI1024563,458
WRI1025155,1887
WRI1024817,785
WRI1025069,391
WRI1025002,1270
WRI1025591,37
WRI1025050,542
WRI1025263,168
WRI1024247,86
WRI1025484,125
WRI1024978,36
WRI1024743,36
WRI1024482,263
WRI1025355,390
WRI1025643,390
WRI1025431,531
WRI1024265,158
WRI1024513,106
WRI1025161,223
WRI1023949,145
WRI1025345,25
WRI1024538,197
WRI1024044,110
WRI1024634,700
WRI1024326,1368
WRI1025704,641
WRI1024583,239
WRI1025105,7
WRI1025405,218
WRI1024929,399
WRI1023965,103
WRI1024857,236
WRI1024584,153
WRI1025569,47
WRI1025789,616
WRI1025679,0
WRI1024824,225
WRI1025618,570
WRI1025687,147
WRI1024464,78
WRI1025302,500
WRI1024071,1127
WRI1024072,3
WRI1025026,594
WRI1025751,81
WRI1025156,36
WRI1025038,633
WRI1025206,573
WRI1025092,1334
WRI1025259,30
WRI1024434,424
WRI1024783,124
WRI1024920,0
WRI1025788,45
WRI1025167,85
WRI1025118,57
WRI1025435,57
WRI1025234,933
WRI1025183,554
WRI1025325,384
WRI1025094,412
WRI1024409,1529
WRI1023985,144
WRI1024469,92
WRI1024437,38
WRI1024349,32
WRI1025090,330
WRI1024356,129
WRI1024445,71
WRI1025151,732
WRI1024251,97
WRI1025452,455
WRI1025621,164
WRI1024221,21
WRI1024990,804
WRI1024786,156
WRI1024764,29
WRI1024911,29
WRI1024069,29
WRI1025661,234
WRI1024834,205
WRI1024254,523
WRI1024688,195
WRI1024337,125
WRI1024617,50
WRI1025454,279
WRI1024947,571
WRI1024199,764
WRI1024487,1374
WRI1025453,54
WRI1025525,306
WRI1025381,194
WRI1024463,33
WRI1025622,38
WRI1025589,11
WRI1024169,38
WRI1024519,127
WRI1024571,120
WRI1025538,178
WRI1025043,2408
WRI1025424,796
WRI1024105,36
WRI1025426,2
WRI1025253,170
WRI1023960,36
WRI1024332,128
WRI1024804,421
WRI1024015,117
WRI1024851,476
WRI1024333,61
WRI1025336,236
WRI1025602,220
WRI1025252,292
WRI1025645,187
WRI1025672,15
WRI1024422,80
WRI1025346,241
WRI1025501,88
WRI1024116,131
WRI1024599,104
WRI1025340,275
WRI1025511,162
WRI1025514,1210
WRI1025516,84
WRI1024023,126
WRI1025729,126
WRI1024791,1297
WRI1025450,250
WRI1025774,123
WRI1024826,222
WRI1024303,145
WRI1025414,131
WRI1024016,104
WRI1024380,46
WRI1025028,13
WRI1024271,60
WRI1024775,91
WRI1025216,577
WRI1025655,750
WRI1025434,38
WRI1024979,1699
WRI1024024,1035
WRI1024631,93
WRI1025685,37
WRI1026747,286
WRI1025114,1367
WRI1025394,297
WRI1025473,254
WRI1024821,2635
WRI1025412,15
WRI1025141,845
WRI1025310,845
WRI1025640,43
WRI1025137,57
WRI1025566,38
WRI1024440,484
WRI1024927,65
WRI1025446,0
WRI1024369,1319
WRI1025554,294
WRI1025413,614
WRI1024816,1414
WRI1024124,87
WRI1025321,203
WRI1025332,794
WRI1024671,352
WRI1024477,352
WRI1025316,352
WRI1024055,120
WRI1024883,288
WRI1024137,167
WRI1026740,453
WRI1024670,123
WRI1024739,28
WRI1023935,973
WRI1024042,105
WRI1024785,244
WRI1025363,77
WRI1025670,237
WRI1025592,341
WRI1024506,132
WRI1024976,57
WRI1024388,266
WRI1025301,201
WRI1024957,137
WRI1024479,312
WRI1025730,219
WRI1024215,64
WRI1024970,94
WRI1024051,102
WRI1024836,231
WRI1026714,198
WRI1025607,308
WRI1024374,239
WRI1026712,336
WRI1026736,781
WRI1024138,1706
WRI1025512,423
WRI1024353,423
WRI1024752,11
WRI1025295,241
WRI1025742,241
WRI1025756,145
WRI1024234,95
WRI1025749,181
WRI1024384,201
WRI1025773,158
WRI1025468,336
WRI1025192,149
WRI1025653,337
WRI1024235,140
WRI1025056,308
WRI1025287,85
WRI1025070,242
WRI1024471,356
WRI1024968,771
WRI1024276,124
WRI1025595,178
WRI1025348,42
WRI1025282,1043
WRI1024945,506
WRI1025721,118
WRI1026715,257
WRI1024953,178
WRI1025455,154
WRI1024416,418
WRI1025063,226
WRI1025504,114
WRI1025005,46
WRI1024511,66
WRI1024797,465
WRI1025349,1636
WRI1025485,61
WRI1025688,64
WRI1025561,118
WRI1024793,95
WRI1025074,26
WRI1024675,110
WRI1025073,601
WRI1024470,167
WRI1024776,80
WRI1024085,286
WRI1024494,149
WRI1025691,429
WRI1026726,481
WRI1025743,764
WRI1025285,97
WRI1024162,136
WRI1024932,149
WRI1024729,153
WRI1024393,223
WRI1024067,138
WRI1025758,174
WRI1025430,26
WRI1025572,541
WRI1024578,211
WRI1024240,798
WRI1025521,798
WRI1025510,97
WRI1025429,618
WRI1024893,653
WRI1025712,653
WRI1024695,83
WRI1024950,256
WRI1024075,145
WRI1025149,820
WRI1002782,57
WRI1025605,227
WRI1024081,1066
WRI1025098,54
WRI1025380,54
WRI1024596,157
WRI1024692,4
WRI1025372,479
WRI1025656,310
WRI1024696,235
WRI1025713,476
WRI1024875,376
WRI1024118,395
WRI1025082,1682
WRI1024034,129
WRI1025305,243
WRI1026709,629
WRI1025130,252
WRI1025427,177
WRI1024280,85
WRI1024721,319
WRI1025065,416
WRI1025001,128
WRI1024163,110
WRI1024740,1157
WRI1025726,865
WRI1025196,112
WRI1024922,66
WRI1024030,115
WRI1024963,99
WRI1025717,4
WRI1024211,2
WRI1025304,388
WRI1025411,82
WRI1024610,142
WRI1024166,142
WRI1023958,123
WRI1025142,203
WRI1025620,984
WRI1024425,132
WRI1024678,51
WRI1025547,51
WRI1024780,253
WRI1024539,209
WRI1024177,175
WRI1024879,169
WRI1025654,334
WRI1026683,386
WRI1025328,366
WRI1026688,285
WRI1024614,194
WRI1024209,119
WRI1024264,111
WRI1025188,199
WRI1024373,284
WRI1026698,34
WRI1024029,386
WRI1024618,269
WRI1025232,466
WRI1025368,532
WRI1025600,193
WRI1025248,218
WRI1024575,549
WRI1025120,305
WRI1002784,1102
WRI1002785,186
WRI1002786,381
WRI1024994,60
WRI1026694,419
WRI1024278,74
WRI1025402,216
WRI1025320,1076
WRI1025244,149
WRI1024625,132
WRI1025519,25
WRI1024179,546
WRI1024677,374
WRI1025018,155
WRI1025322,1794
WRI1025609,127
WRI1024502,540
WRI1025179,689
WRI1024650,155
WRI1024367,359
WRI1024559,189
WRI1025136,58
WRI1025266,324
WRI1025649,50
WRI1024082,161
WRI1024681,414
WRI1024811,400
WRI1026734,145
WRI1025716,886
WRI1025669,645
WRI1025449,0
WRI1024350,88
WRI1024228,140
WRI1024143,75
WRI1024762,307
WRI1024942,33
WRI1025258,47
WRI1024906,3
WRI1025583,371
WRI1024358,174
WRI1024620,620
WRI1024931,14
WRI1024079,103
WRI1025747,178
WRI1025495,54
WRI1024730,204
WRI1025274,202
WRI1025437,107
WRI1024037,78
WRI1025553,23
WRI1024288,451
WRI1024908,59
WRI1024727,69
WRI1025033,5
WRI1025471,215
WRI1024255,538
WRI1025739,105
WRI1024897,459
WRI1024941,2792
WRI1025323,230
WRI1024660,888
WRI1024576,2138
WRI1024415,777
WRI1025659,264
WRI1024829,107
WRI1024741,180
WRI1025044,150
WRI1024685,1678
WRI1025466,79
WRI1024261,125
WRI1024856,81
WRI1024676,74
WRI1025239,27
WRI1025223,5
WRI1025032,84
WRI1026728,314
WRI1026727,314
WRI1025008,137
WRI1024144,34
WRI1024832,119
WRI1024468,81
WRI1024210,120
WRI1023944,287
WRI1024149,56
WRI1024704,511
WRI1024555,104
WRI1026699,280
WRI1024926,270
WRI1025496,226
WRI1025190,67
WRI1024661,149
WRI1023967,142
WRI1025004,400
WRI1024041,293
WRI1024548,2
WRI1025279,102
WRI1025135,190
WRI1024281,78
WRI1025117,250
WRI1024467,396
WRI1024095,18
WRI1024503,570
WRI1025574,1088
WRI1025377,902
WRI1025288,73
WRI1024882,223
WRI1024533,330
WRI1024156,98
WRI1024896,87
WRI1024705,86
WRI1025604,52
WRI1025062,1551
WRI1025055,865
WRI1024114,460
WRI1024490,91
WRI1024187,217
WRI1025783,458
WRI1024076,140
WRI1024986,168
WRI1024859,1732
WRI1025648,401
WRI1023936,388
WRI1024390,334
WRI1024526,319
WRI1024293,239
WRI1024056,403
WRI1025256,132
WRI1025460,330
WRI1025731,127
WRI1025352,435
WRI1023510,8
WRI1023509,9
WRI1023512,10
WRI1023511,10
WRI1022129,16
WRI1023072,150
WRI1023073,3
WRI1023074,6
WRI1023075,444
WRI1023076,5
WRI1023077,519
WRI1023192,3
WRI1023193,13
GEODB0041920,161
GEODB0041916,837
GEODB0043014,329
GEODB0041900,305
GEODB0041912,304
GEODB0041904,207
GEODB0003667,426
GEODB0041908,1103
GEODB0041922,1126
GEODB0041903,621
GEODB0041901,307
GEODB0041915,393
GEODB0041906,104
GEODB0041921,558
GEODB0041907,606
GEODB0041910,51
GEODB0041913,86
GEODB0041917,441
GEODB0041914,758
WRI1005572,103
WRI1005573,275
WRI1005577,200
WRI1005580,469
WRI1005581,219
WRI1030319,393
WRI1005571,30
WRI1030061,44
WRI1030283,345
WRI1005574,59
WRI1030343,343
WRI1030294,413
WRI1030247,226
WRI1030337,415
WRI1030162,288
WRI1030115,106
WRI1030190,182
WRI1030191,180
WRI1005575,102
WRI1030169,126
WRI1005576,416
WRI1025899,8
WRI1025864,0
WRI1030059,42
WRI1030045,6
WRI1030122,229
WRI1030164,124
WRI1030373,503
WRI1030350,486
WRI1005578,9
WRI1005579,472
WRI1030308,328
WRI1025858,0
WRI1005582,1
WRI1005586,111
WRI1005588,44
WRI1005589,98
WRI1005590,320
WRI1005587,136
WRI1005591,359
WRI1005604,104
WRI1005607,372
WRI1005608,71
WRI1005609,63
WRI1005610,67
WRI1005611,124
WRI1005612,35
WRI1005613,98
WRI1005617,20
WRI1005621,4
WRI1030333,491
WRI1030389,489
WRI1030385,710
WRI1030203,290
WRI1030183,220
WRI1025869,0
WRI1030049,33
WRI1025888,31
WRI1030038,0
WRI1025909,2
WRI1030279,454
WRI1030244,317
WRI1005583,376
WRI1005584,67
WRI1030241,233
WRI1030105,80
WRI1005585,390
WRI1030301,434
WRI1005592,312
WRI1005593,461
WRI1005594,31
WRI1005595,483
WRI1006089,544
WRI1006090,50
WRI1006091,97
WRI1006092,97
WRI1006097,74
WRI1006104,338
WRI1006105,60
WRI1006106,100
WRI1006107,34
WRI1006080,461
WRI1006098,105
WRI1006108,92
WRI1006109,49
WRI1006110,351
WRI1006111,55
WRI1006081,80
WRI1006082,213
WRI1006083,118
WRI1006084,448
WRI1006086,38
WRI1006087,593
WRI1006088,357
WRI1005596,2
WRI1005599,125
WRI1005600,71
WRI1005601,131
WRI1005602,351
WRI1030222,350
WRI1030229,304
WRI1005603,382
WRI1030118,79
WRI1030087,48
WRI1005605,409
WRI1005606,132
WRI1005614,123
WRI1005615,91
WRI1030228,366
WRI1030027,0
WRI1025854,0
WRI1030182,144
WRI1030024,-1
WRI1005616,135
WRI1030078,32
WRI1030132,99
WRI1005618,558
WRI1005619,167
WRI1030202,263
WRI1030052,33
WRI1030077,28
WRI1030243,421
WRI1030217,321
WRI1005622,3
WRI1005623,112
WRI1030037,0
WRI1025870,0
WRI1025868,8
WRI1030042,-1
WRI1030091,58
WRI1030080,55
WRI1030302,384
WRI1005624,37
WRI1030033,16
WRI1005625,94
WRI1006094,161
WRI1006096,200
WRI1030225,312
WRI1030106,78
WRI1025904,85
WRI1030304,460
WRI1005633,35
WRI1005634,659
WRI1005635,591
WRI1005640,42
WRI1005626,378
WRI1005627,57
WRI1030388,632
WRI1030054,51
WRI1030215,248
WRI1030335,425
WRI1030133,102
WRI1030134,95
WRI1025879,101
WRI1005628,720
WRI1005629,397
WRI1005630,116
WRI1005631,199
WRI1005632,355
WRI1030307,473
WRI1030273,341
WRI1005636,48
WRI1005637,679
WRI1005638,81
WRI1005639,4
WRI1030207,536
WRI1005641,30
WRI1005642,34
WRI1030119,146
WRI1030261,210
WRI1030168,111
WRI1030186,242
WRI1005643,131
WRI1005645,2
WRI1005644,45
WRI1005647,7
WRI1005648,57
WRI1005650,118
WRI1005649,339
WRI1005659,34
WRI1005665,68
WRI1005671,204
WRI1005672,34
WRI1005673,161
WRI1030234,294
WRI1030284,440
WRI1030041,-1
WRI1030185,300
WRI1030026,16
WRI1005651,417
WRI1005652,415
WRI1005653,321
WRI1030324,391
WRI1030374,561
WRI1025908,58
WRI1030187,262
WRI1005654,445
WRI1005655,424
WRI1030019,2
WRI1030384,619
WRI1030230,490
WRI1030141,122
WRI1005656,6
WRI1005657,6
WRI1030070,15
WRI1005658,27
WRI1005660,88
WRI1005661,60
WRI1005662,444
WRI1005663,93
WRI1005664,77
WRI1005666,100
WRI1030330,433
WRI1005667,334
WRI1030238,294
WRI1030263,339
WRI1005668,444
WRI1005669,114
WRI1030176,157
WRI1005670,330
WRI1005678,98
WRI1005679,145
WRI1005684,40
WRI1005685,74
WRI1005674,430
WRI1005675,90
WRI1005676,5
WRI1030339,436
WRI1005677,439
WRI1030063,33
WRI1030109,79
WRI1005680,73
WRI1005681,301
WRI1030383,617
WRI1005682,120
WRI1030198,417
WRI1030264,280
WRI1005683,82
WRI1030353,466
WRI1030079,53
WRI1005686,36
WRI1005695,356
WRI1005697,59
WRI1005698,58
WRI1005699,90
WRI1005700,216
WRI1005701,32
WRI1005709,138
WRI1005720,49
WRI1030107,125
WRI1030074,53
WRI1005687,411
WRI1005688,0
WRI1005689,326
WRI1030309,521
WRI1030275,304
WRI1030226,253
WRI1005691,360
WRI1005692,4
WRI1030071,17
WRI1030336,337
WRI1005694,58
WRI1030192,248
WRI1030085,45
WRI1030170,98
WRI1005696,184
WRI1030269,297
WRI1030082,34
WRI1030123,90
WRI1030152,126
WRI1025865,0
WRI1030326,683
WRI1030039,15
WRI1025855,0
WRI1030239,139
WRI1005702,848
WRI1030274,315
WRI1030299,105
WRI1030193,337
WRI1030194,291
WRI1030305,554
WRI1030040,30
WRI1005703,71
WRI1030046,47
WRI1030179,185
WRI1005705,96
WRI1030156,97
WRI1030062,43
WRI1005710,51
WRI1005711,243
WRI1005712,230
WRI1005713,80
WRI1005714,109
WRI1005715,104
WRI1005716,3
WRI1005717,100
WRI1005718,6
WRI1005719,132
WRI1005721,91
WRI1005722,21
WRI1005723,81
WRI1005724,102
WRI1005725,365
WRI1030346,430
WRI1030347,433
WRI1030178,232
WRI1030290,362
WRI1030334,339
WRI1005730,455
WRI1005766,33
WRI1005769,10
WRI1005770,43
WRI1005771,133
WRI1005772,43
WRI1005773,740
WRI1005774,293
WRI1005775,158
WRI1005776,509
WRI1005767,104
WRI1005777,302
WRI1005778,302
WRI1005779,81
WRI1005780,125
WRI1005781,151
WRI1005782,229
WRI1005783,191
WRI1005784,284
WRI1005785,284
WRI1005786,194
WRI1005768,263
WRI1005788,160
WRI1005789,80
WRI1005790,129
WRI1005791,25
WRI1005792,35
WRI1005793,36
WRI1005794,163
WRI1005795,246
WRI1005796,246
WRI1005797,102
WRI1005798,56
WRI1005799,48
WRI1005800,48
WRI1005801,48
WRI1005802,99
WRI1005803,47
WRI1005804,68
WRI1005805,230
WRI1005806,470
WRI1005807,35
WRI1005809,33
WRI1005811,312
WRI1005810,312
WRI1005812,202
WRI1005813,48
WRI1005814,54
WRI1005815,50
WRI1005818,60
WRI1005817,105
WRI1005816,105
WRI1005819,105
WRI1005820,208
WRI1005821,103
WRI1005822,73
WRI1005824,73
WRI1005825,93
WRI1005826,529
WRI1030272,326
WRI1030252,496
WRI1025903,110
WRI1005727,115
WRI1030357,505
WRI1030237,411
WRI1005728,253
WRI1030288,114
WRI1030278,347
WRI1005731,300
WRI1030181,174
WRI1005732,5
WRI1005733,103
WRI1005734,194
WRI1005735,479
WRI1005736,126
WRI1005737,249
WRI1005738,249
WRI1005739,60
WRI1005741,278
WRI1005742,41
WRI1005743,8
WRI1005744,189
WRI1005745,60
WRI1005746,103
WRI1005747,159
WRI1005748,62
WRI1005749,62
WRI1005750,38
WRI1005751,115
WRI1005752,483
WRI1005754,136
WRI1005755,248
WRI1005756,271
WRI1005757,271
WRI1005758,434
WRI1005759,54
WRI1005760,223
WRI1005761,108
WRI1005740,117
WRI1005762,31
WRI1005763,177
WRI1005764,210
WRI1030321,320
WRI1030356,499
WRI1030246,303
WRI1030112,81
WRI1030280,220
WRI1030233,294
WRI1005765,39
WRI1030248,305
WRI1030256,523
WRI1030099,78
WRI1030131,100
WRI1005828,281
WRI1005829,46
WRI1030382,609
WRI1030358,478
WRI1005830,34
WRI1030366,532
WRI1030021,11
WRI1005831,0
WRI1030379,578
WRI1030332,437
WRI1005729,727
WRI1005827,416
WRI1030295,343
WRI1030368,505
WRI1030287,327
WRI1005833,69
WRI1005834,490
WRI1005835,14
WRI1005836,44
WRI1005837,53
WRI1005838,70
WRI1005839,104
WRI1005846,29
WRI1005849,378
WRI1005832,166
WRI1030251,383
WRI1030354,500
WRI1030265,303
WRI1030125,242
WRI1030249,512
WRI1030199,115
WRI1005840,28
WRI1005841,71
WRI1005842,152
WRI1005843,12
WRI1005844,98
WRI1005845,405
WRI1005847,369
WRI1005850,8
WRI1030232,348
WRI1005851,286
WRI1030113,100
WRI1030197,85
WRI1005852,192
WRI1005866,4
WRI1005901,8
WRI1005902,4
WRI1005903,15
WRI1005904,63
WRI1005906,73
WRI1005909,61
WRI1005911,63
WRI1005912,7
WRI1005913,270
WRI1005915,33
WRI1005916,30
WRI1005917,25
WRI1005918,262
WRI1005919,61
WRI1005920,3
WRI1005921,83
WRI1005922,428
WRI1005924,51
WRI1005925,34
WRI1005926,34
WRI1005927,112
WRI1005928,72
WRI1005853,298
WRI1030224,456
WRI1030210,332
WRI1030173,150
WRI1005854,32
